Date,Team,Acquired,Relinquished,Notes
2012-02-20,Thunder,,Lazar Hayward,fractured orbital floor (DNP)
2012-02-20,Thunder,,Nick Collison,bruised left quadriceps (DNP)
2012-02-20,Timberwolves,,Darko Milicic,placed on IL with stomach injury
2012-02-20,Timberwolves,Anthony Randolph,,activated from IL
2012-02-20,Warriors,,Andris Biedrins,flu-like symptoms (DNP)
2012-02-20,Wizards,,Andray Blatche,strained left calf (DNP) (F)
2012-02-20,Rockets,Marcus Morris,,activated from IL
2012-02-21,76ers,,Elton Brand,sprained right thumb (DNP)
2012-02-21,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-02-21,Hornets,,Jason Smith,concussion (DNP)
2012-02-21,Kings,,John Salmons,placed on IL with hip injury
2012-02-21,Kings,Tyler Honeycutt,,activated from IL
2012-02-21,Pacers,,George Hill,sprained left ankle (DNP)
2012-02-21,Spurs,, Tony Parker,rest (DNP)
2012-02-21,Spurs,,Tim Duncan,rest (DNP)
2012-02-22,76ers,,Elton Brand,sprained right thumb (DNP)
2012-02-22,76ers,,Spencer Hawes,strained left Achilles tendon (DNP)
2012-02-22,Bobcats,,B.J. Mullens,placed on IL with illness
2012-02-22,Bobcats,Eduardo Najera,,activated from IL
2012-02-22,Bucks,,Drew Gooden,sprained right wrist (DNP)
2012-02-22,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-02-22,Bucks,,Tobias Harris,bruised right shoulder (DNP)
2012-02-22,Bulls,,C.J. Watson,DNP (P)
2012-02-22,Bulls,,C.J. Watson,placed on IL (F)
2012-02-22,Celtics,,Chris Wilcox,strained right abductor (P) / adductor (CBC F) (DNP)
2012-02-22,Celtics,,Jermaine O'Neal,placed on IL with left wrist injury
2012-02-22,Hawks,,Jason Collins,sprained left elbow (DNP)
2012-02-22,Hawks,,Joe Johnson,placed on IL with sore left knee
2012-02-22,Hawks,Jason Collins,,activated from IL
2012-02-22,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-02-22,Hornets,,Jason Smith,concussion (DNP)
2012-02-22,Jazz,,Jamaal Tinsley,stomach flu (DNP)
2012-02-22,Knicks,,Bill Walker,sore left elbow (DNP)
2012-02-22,Magic,,Justin Harper,placed on IL
2012-02-22,Magic,Daniel Orton,,activated from IL
2012-02-22,Nets,,Jordan Farmar,strained right groin (DNP)
2012-02-22,Nets,,Kris Humphries,strained left calf (DNP) (P)
2012-02-22,Nets,,Kris Humphries,placed on IL with strained left calf (F)
2012-02-22,Nets,,Mehmet Okur,sore lower back (DNP)
2012-02-22,Nets,,Shawne Williams,surgery on left foot to remove bone fragment (out for season)
2012-02-22,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (F P)
2012-02-22,Nuggets,,Rudy Fernandez,strained lower back (DNP)
2012-02-22,Nuggets,,Ty Lawson,sprained left ankle (DNP)
2012-02-22,Pacers,,Jeff Foster,sore lower back (DNP)
2012-02-22,Rockets,,Terrence Williams,DNP (P)
2012-02-22,Rockets,,Terrence Williams,placed on IL (F)
2012-02-22,Thunder,,Lazar Hayward,fractured orbital floor (DNP)
2012-02-22,Thunder,,Nick Collison,bruised left quadriceps (DNP)
2012-02-22,Timberwolves,,Anthony Randolph,placed on IL
2012-02-22,Timberwolves,Darko Milicic,,activated from IL
2012-02-22,Wizards,,Andray Blatche,strained left calf (DNP) (F)
2012-02-23,Hawks,,Jason Collins,sprained left elbow (DNP)
2012-02-23,Knicks,,Bill Walker,sore left elbow (DNP)
2012-02-23,Magic,,Jameer Nelson,placed on IL with right knee injury
2012-02-23,Magic,Jason Richardson,,activated from IL
2012-02-23,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P)
2012-02-23,Nuggets,,Rudy Fernandez,strained lower back (DNP)
2012-02-23,Nuggets,,Ty Lawson,sprained left ankle (DNP)
2012-02-23,Thunder,,Lazar Hayward,fractured orbital floor (DNP)
2012-02-23,Thunder,,Nick Collison,bruised left quadriceps (DNP)
2012-02-24,Bulls,Dwyane Wade,,returned to lineup
2012-02-28,76ers,,Spencer Hawes,strained left Achilles tendon (DNP)
2012-02-28,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-02-28,Bulls,C.J. Watson,,activated from IL
2012-02-28,Bulls,Richard Hamilton,,activated from IL
2012-02-28,Cavaliers,,Christian Eyenga,placed on IL with toe injury
2012-02-28,Cavaliers,Anthony Parker,,activated from IL
2012-02-28,Celtics,,E'Twaun Moore,placed on IL
2012-02-28,Celtics,Brandon Bass,,activated from IL
2012-02-28,Clippers,,Travis Leslie,placed on IL (F)
2012-02-28,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-02-28,Hornets,,Jason Smith,concussion (DNP)
2012-02-28,Kings,,Tyler Honeycutt,placed on IL
2012-02-28,Kings,John Salmons,,activated from IL
2012-02-28,Nets,,Jordan Farmar,strained right groin (DNP)
2012-02-28,Nets,,Mehmet Okur,placed on IL (F)
2012-02-28,Nets,Kris Humphries,,activated from IL
2012-02-28,Raptors,,Solomon Alabi,placed on IL with upper respiratory infection
2012-02-28,Raptors,Linas Kleiza,,activated from IL
2012-02-28,Spurs,,Kawhi Leonard,strained right calf (DNP)
2012-02-28,Warriors,,Jeremy Tyler,placed on IL (F) (date approximate)
2012-02-28,Warriors,,Stephen Curry,right foot injury (DNP)
2012-02-28,Wizards,,Andray Blatche,strained left calf (DNP) (F)
2012-02-28,Wizards,,Rashard Lewis,sore left knee (DNP)
2012-02-29,76ers,,Spencer Hawes,strained left Achilles tendon (DNP)
2012-02-29,Blazers,,Joel Przybilla,placed on IL
2012-02-29,Bobcats,,Cory Higgins,placed on IL
2012-02-29,Bobcats,,Eduardo Najera,placed on IL
2012-02-29,Bobcats,B.J. Mullens,,activated from IL
2012-02-29,Bobcats,Gerald Henderson Jr.,,activated from IL
2012-02-29,Bucks,,Luc Mbah a Moute,sore left shoulder (DNP)
2012-02-29,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-02-29,Hawks,,Jason Collins,sprained left elbow (DNP)
2012-02-29,Hawks,,Vladimir Radmanovic,illness (DNP)
2012-02-29,Hawks,Joe Johnson,,activated from IL
2012-02-29,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-02-29,Hornets,,Jason Smith,concussion (DNP)
2012-02-29,Jazz,,Jamaal Tinsley,stomach flu (DNP)
2012-02-29,Jazz,,Paul Millsap,bruised left heel (DNP) (P)
2012-02-29,Knicks,,Bill Walker,placed on IL with left elbow injury
2012-02-29,Knicks,,Jerome Jordan,placed on IL
2012-02-29,Knicks,Iman Shumpert,,activated from IL
2012-02-29,Knicks,Josh Harrellson,,activated from IL
2012-02-29,Lakers,,Darius Morris,placed on IL
2012-02-29,Magic,,Quentin Richardson,placed on IL with Achilles tendon injury
2012-02-29,Magic,Jameer Nelson,,activated from IL
2012-02-29,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P)
2012-02-29,Nuggets,,Rudy Fernandez,strained lower back (DNP)
2012-02-29,Spurs,,Kawhi Leonard,placed on IL with strained right calf
2012-02-29,Spurs,T.J. Ford,,activated from IL
2012-02-29,Spurs,Tiago Splitter,,activated from IL
2012-02-29,Thunder,,Lazar Hayward,fractured orbital floor (DNP)
2012-02-29,Timberwolves,,Kevin Love,placed on IL with rib injury / flu (CBC)
2012-02-29,Timberwolves,Anthony Randolph,,activated from IL
2012-02-29,Wizards,,Andray Blatche,strained left calf (DNP) (F)
2012-02-29,Wizards,,Rashard Lewis,sore left knee (DNP)
2012-02-29,Lakers,Devin Ebanks,,activated from IL
2012-03-01,Blazers,,Kurt Thomas,placed on IL with concussion
2012-03-01,Blazers,Joel Przybilla,,activated from IL
2012-03-01,Clippers,,Travis Leslie,placed on IL (P)
2012-03-01,Heat,,Mickell Gladness,placed on IL
2012-03-01,Heat,Terrel Harris,,activated from IL
2012-03-01,Timberwolves,,Jose Barea ,placed on IL with calf injury
2012-03-01,Timberwolves,Kevin Love,,activated from IL
2012-03-02,76ers,,Spencer Hawes,placed on IL with strained left Achilles tendon
2012-03-02,Bobcats,,Bismack Biyombo,placed on IL with strained left shoulder
2012-03-02,Bobcats,Eduardo Najera,,activated from IL
2012-03-02,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-02,Cavaliers,,Kyrie Irving,illness (DNP)
2012-03-02,Celtics,,Ray Allen,placed on IL with illness/flu
2012-03-02,Celtics,E'Twaun Moore,,activated from IL
2012-03-02,Hawks,,Jason Collins,sprained left elbow (DNP)
2012-03-02,Hawks,,Joe Johnson,placed on IL with left knee tendinitis (F)
2012-03-02,Hawks,,Willie Green,lower back spasms (DNP)
2012-03-02,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-02,Hornets,,Jason Smith,concussion (DNP)
2012-03-02,Hornets,,Trevor Ariza,illness (DNP)
2012-03-02,Kings,,J.J. Hickson,placed on IL with bruised hip / back injury (CBC)
2012-03-02,Kings,Tyler Honeycutt,,activated from IL
2012-03-02,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P)
2012-03-02,Nuggets,,Rudy Fernandez,strained lower back (DNP)
2012-03-02,Nuggets,,Rudy Fernandez,placed on IL with strained lower back (F)
2012-03-02,Spurs,Kawhi Leonard,,activated from IL
2012-03-02,Warriors,,Stephen Curry,right foot injury (DNP)
2012-03-02,Thunder,,Lazar Hayward,placed on IL
2012-03-02,76ers,Craig Brackins,,activated from IL
2012-03-03,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-03,Hawks,,Jason Collins,sprained left elbow (DNP)
2012-03-03,Hawks,,Willie Green,lower back spasms (DNP)
2012-03-03,Hornets,,Carl Landry,sprained MCL in left knee (DNP) (F)
2012-03-03,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-03,Hornets,,Jason Smith,concussion (DNP)
2012-03-03,Hornets,,Trevor Ariza,illness (DNP)
2012-03-03,Mavericks,,Brandan Wright,concussion (DNP)
2012-03-03,Pacers,,Jeff Foster,sore lower back (DNP)
2012-03-03,Thunder,,Thabo Sefolosha,sore right foot (DNP) (F)
2012-03-03,Timberwolves,,Anthony Randolph,placed on IL
2012-03-03,Timberwolves,,Malcom Lee,placed on IL
2012-03-03,Timberwolves,Jose Barea ,,activated from IL
2012-03-03,Wizards,,Nick Young,bruised right knee (DNP)
2012-03-03,Wizards,,Rashard Lewis,sore left knee (DNP)
2012-03-03,Wizards,Andray Blatche,,activated from IL (CBC P)
2012-03-04,Bobcats,,Reggie Williams,placed on IL with left knee injury
2012-03-04,Bobcats,Cory Higgins,,activated from IL
2012-03-04,Celtics,,E'Twaun Moore,placed on IL
2012-03-04,Celtics,Ray Allen,,activated from IL
2012-03-04,Nets,,Mehmet Okur,sore lower back (DNP) (F)
2012-03-04,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P)
2012-03-04,Nuggets,,Kosta Koufos,placed on IL with knee injury
2012-03-04,Nuggets,,Rudy Fernandez,strained lower back (DNP) (P)
2012-03-04,Spurs,,Cory Joseph,placed on IL (F)
2012-03-04,Spurs,Manu Ginobili,,activated from IL
2012-03-04,Warriors,,Stephen Curry,right foot injury (DNP)
2012-03-05,Blazers,,Chris Johnson ,placed on IL
2012-03-05,Blazers,Kurt Thomas,,activated from IL
2012-03-05,Bucks,,Luc Mbah a Moute,sore right knee (DNP)
2012-03-05,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-05,Bulls,,C.J. Watson,left ankle injury (DNP)
2012-03-05,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-05,Hornets,,Jason Smith,concussion (DNP)
2012-03-05,Jazz,,DeMarre Carroll,placed on IL
2012-03-05,Jazz,Raja Bell,,activated from IL
2012-03-05,Magic,,DeAndre Liggins,placed on IL
2012-03-05,Magic,Quentin Richardson,,activated from IL
2012-03-05,Mavericks,,Brandan Wright,placed on IL with concussion
2012-03-05,Mavericks,Sean Williams,,activated from IL
2012-03-05,Nuggets,,Rudy Fernandez,strained lower back (DNP) (P)
2012-03-05,Nuggets,Nene Hilario ,,activated from IL
2012-03-05,Pacers,,Jeff Foster,sore lower back (DNP)
2012-03-05,Raptors,,Amir Johnson,right knee injury (DTD)
2012-03-05,Raptors,,Anthony Carter,placed on IL
2012-03-05,Raptors,Solomon Alabi,,activated from IL
2012-03-05,Timberwolves,,Nikola Pekovic,placed on IL with sore right foot
2012-03-05,Timberwolves,Anthony Randolph,,activated from IL
2012-03-05,Wizards,,Rashard Lewis,sore left knee (DNP)
2012-03-06,Bobcats,,Cory Higgins,placed on IL
2012-03-06,Bobcats,Bismack Biyombo,,activated from IL
2012-03-06,Hawks,,Jason Collins,sprained left elbow (DNP)
2012-03-06,Heat,,Terrel Harris,placed on IL
2012-03-06,Lakers,,Devin Ebanks,placed on IL
2012-03-06,Lakers,Darius Morris,,activated from IL
2012-03-06,Magic,,Von Wafer,placed on IL with sore left shoulder
2012-03-06,Magic,Justin Harper,,activated from IL
2012-03-06,Mavericks,,Brendan Haywood,sprained left ankle (DNP)
2012-03-06,Nets,,Brook Lopez,sprained right ankle (DNP) (F P)
2012-03-06,Nets,,Mehmet Okur,sore lower back (DNP) (F)
2012-03-06,Pacers,,Jeff Foster,sore lower back (DNP)
2012-03-06,Rockets,,Greg Smith ,placed on IL
2012-03-06,Rockets,Hasheem Thabeet,,activated from IL
2012-03-06,Cavaliers,Christian Eyenga,,activated from IL
2012-03-07,76ers,,Thaddeus Young,upper respiratory infection (DNP)
2012-03-07,Bobcats,,Boris Diaw,placed on IL
2012-03-07,Bobcats,Reggie Williams,,activated from IL
2012-03-07,Bucks,,Luc Mbah a Moute,sore right knee (DNP)
2012-03-07,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-07,Bulls,,C.J. Watson,sprained left ankle (DNP)
2012-03-07,Bulls,,Richard Hamilton,right shoulder injury (DNP)
2012-03-07,Cavaliers,,Anderson Varejao,fractured bone in right wrist (DNP) (F)
2012-03-07,Cavaliers,,Christian Eyenga,placed on IL (F)
2012-03-07,Cavaliers,,Luke Harangody,placed on IL (F)
2012-03-07,Clippers,,Ryan Gomes,illness (DTD)
2012-03-07,Hawks,,Tracy McGrady,rest (DNP)
2012-03-07,Hornets,,Carl Landry,sprained MCL in left knee (DNP) (F)
2012-03-07,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-07,Hornets,,Gustavo Ayon,sore left foot (DNP)
2012-03-07,Hornets,,Jason Smith,concussion (DNP)
2012-03-07,Kings,,DeMarcus Cousins,food poisoning (DNP)
2012-03-07,Knicks,,Jared Jeffries,sore right knee (DTD)
2012-03-07,Knicks,,Tyson Chandler,hamstring injury (DNP)
2012-03-07,Lakers,Devin Ebanks,,activated from IL
2012-03-07,Nets,,Brook Lopez,sprained right ankle (DNP) (P)
2012-03-07,Nets,,Mehmet Okur,sore lower back (DNP) (F)
2012-03-07,Nuggets,,Rudy Fernandez,placed on IL with strained lower back (P)
2012-03-07,Nuggets,,Timofey Mozgov,sprained left ankle (DTD)
2012-03-07,Nuggets,Kosta Koufos,,activated from IL
2012-03-07,Wizards,,Rashard Lewis,sore left knee (DNP)
2012-03-07,Lakers,,Darius Morris,placed on IL
2012-03-08,Bulls,,C.J. Watson,sore left ankle (DNP)
2012-03-08,Bulls,,Richard Hamilton,sore right shoulder (DNP)
2012-03-08,Magic,,Justin Harper,placed on IL
2012-03-08,Magic,DeAndre Liggins,,activated from IL
2012-03-08,Mavericks,,Brendan Haywood,sprained left ankle (DNP)
2012-03-09,Blazers,,Elliot Williams,placed on IL with dislocated left shoulder
2012-03-09,Blazers,Chris Johnson ,,activated from IL
2012-03-09,Bobcats,,DeSagana Diop,placed on IL
2012-03-09,Bobcats,Cory Higgins,,activated from IL
2012-03-09,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-09,Cavaliers,,Anderson Varejao,fractured bone in right wrist (DNP) (F)
2012-03-09,Celtics,,Mickael Pietrus,placed on IL with sore right knee
2012-03-09,Celtics,E'Twaun Moore,,activated from IL
2012-03-09,Clippers,,Kenyon Martin,sore ribs (DNP)
2012-03-09,Hawks,,Jason Collins,placed on IL
2012-03-09,Hawks,,Willie Green,lower back spasms (DNP)
2012-03-09,Hawks,Joe Johnson,,activated from IL
2012-03-09,Hornets,,Carl Landry,sprained MCL in left knee (DNP) (F)
2012-03-09,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-09,Hornets,,Jason Smith,concussion (DNP)
2012-03-09,Knicks,,Jared Jeffries,placed on IL
2012-03-09,Knicks,,Tyson Chandler,strained hamstring (DNP)
2012-03-09,Mavericks,,Brendan Haywood,sprained left ankle (DNP)
2012-03-09,Nets,,Brook Lopez,sprained right ankle (DNP) (F P)
2012-03-09,Nets,,Mehmet Okur,sore lower back (DNP) (F)
2012-03-09,Nuggets,,Kosta Koufos,placed on IL (F)
2012-03-09,Pistons,,Vernon Macklin,placed on IL
2012-03-09,Spurs,, Tony Parker,placed on IL with right thigh injury
2012-03-09,Spurs,,T.J. Ford,placed on IL with head injury (F)
2012-03-09,Spurs,,T.J. Ford,head injury (DNP) (P)
2012-03-09,Timberwolves,,Jose Barea ,placed on IL with sprained left ankle
2012-03-09,Timberwolves,,Kevin Love,back spasms (DNP)
2012-03-09,Timberwolves,,Ricky Rubio,torn ACL in left knee (out for season)
2012-03-09,Timberwolves,Nikola Pekovic,,activated from IL
2012-03-10,Bulls,,Joakim Noah,illness (DNP)
2012-03-10,Bulls,,Luol Deng,torn ligament in left wrist (DNP)
2012-03-10,Bulls,,Richard Hamilton,right shoulder injury (DNP)
2012-03-10,Hornets,,Carl Landry,sprained MCL in left knee (DNP) (F)
2012-03-10,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-10,Hornets,,Jason Smith,concussion (DNP)
2012-03-10,Jazz,,Devin Harris,stomach flu (DNP)
2012-03-10,Jazz,DeMarre Carroll,,activated from IL
2012-03-10,Mavericks,,Brendan Haywood,sprained left ankle (DNP)
2012-03-10,Mavericks,,Jason Kidd,rest (DNP)
2012-03-10,Nets,,Brook Lopez,sprained right ankle (DNP) (F P)
2012-03-10,Nets,,Deron Williams,strained right calf (DNP)
2012-03-10,Nets,,Mehmet Okur,sore lower back (DNP) (F)
2012-03-10,Pacers,,George Hill,sprained left shoulder (DNP)
2012-03-10,Pacers,,Jeff Foster,sore lower back (DNP)
2012-03-10,Pistons,Charlie Villanueva,,activated from IL
2012-03-10,Raptors,,Solomon Alabi,placed on IL (F)
2012-03-10,Rockets,,Kyle Lowry,placed on IL with illness / bacterial infection
2012-03-10,Rockets,Jordan Hill,,activated from IL
2012-03-10,Timberwolves,,Kevin Love,back spasms (DNP)
2012-03-10,Timberwolves,,Ricky Rubio,placed on IL with torn ACL in left knee (out for season)
2012-03-10,Timberwolves,Malcom Lee,,activated from IL
2012-03-10,Wizards,,Rashard Lewis,sore left knee (DNP) (P)
2012-03-10,Wizards,,Rashard Lewis,placed on IL (F)
2012-03-11,Bucks,,Luc Mbah a Moute,sore right knee (DNP)
2012-03-11,Bucks,,Shaun Livingston,sprained left ankle (DNP)
2012-03-11,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-11,Cavaliers,,Anderson Varejao,fractured bone in right wrist (DNP) (F)
2012-03-11,Celtics,,Chris Wilcox,placed on IL with enlarged aorta
2012-03-11,Celtics,Mickael Pietrus,,activated from IL
2012-03-11,Hawks,,Jason Collins,placed on IL with sprained left elbow (P)
2012-03-11,Hawks,Joe Johnson,,activated from IL (P)
2012-03-11,Magic,,Jason Richardson,placed on IL with sprained left ankle
2012-03-11,Magic,Von Wafer,,activated from IL
2012-03-11,Nuggets,,Kosta Koufos,strained left knee (DNP) (F P)
2012-03-11,Pacers,,George Hill,sprained left shoulder (DNP)
2012-03-11,Pacers,,Jeff Foster,sore lower back (DNP)
2012-03-11,Raptors,,Jose Calderon,placed on IL with sprained right ankle
2012-03-11,Raptors,Andrea Bargnani,,activated from IL
2012-03-11,Rockets,,Terrence Williams,placed on IL with stomach ailment (P)
2012-03-11,Rockets,Greg Smith ,,activated from IL
2012-03-12,Bobcats,,Eduardo Najera,placed on IL with knee injury
2012-03-12,Bobcats,Boris Diaw,,activated from IL
2012-03-12,Bucks,,Luc Mbah a Moute,sore right knee (DNP)
2012-03-12,Bucks,,Shaun Livingston,sprained left ankle (DNP)
2012-03-12,Bucks,,Stephen Jackson,sore right hamstring (DNP)
2012-03-12,Bulls,,Luol Deng,torn ligament in left wrist (DNP)
2012-03-12,Bulls,,Richard Hamilton,right shoulder injury (DNP)
2012-03-12,Hornets,,Carl Landry,sprained MCL in left knee (DNP) (F)
2012-03-12,Hornets,,Emeka Okafor,sore left knee (DNP)
2012-03-12,Hornets,,Jason Smith,concussion (DNP)
2012-03-12,Jazz,,DeMarre Carroll,placed on IL
2012-03-12,Nets,,Brook Lopez,sprained right ankle (DNP) (F P)
2012-03-12,Nets,,Deron Williams,strained right calf (DNP)
2012-03-12,Nets,,Mehmet Okur,sore lower back (DNP) (F)
2012-03-12,Spurs, Tony Parker,,activated from IL
2012-03-12,Timberwolves,,Darko Milicic,placed on IL
2012-03-12,Timberwolves,Jose Barea ,,activated from IL
2012-03-12,Wizards,,Rashard Lewis,sore left knee (DNP) (P)
2012-03-12,Wizards,,Ronny Turiaf,fractured left hand (DNP) (F)
2012-03-13,Cavaliers,,Anderson Varejao,fractured bone in right wrist (DNP) (F)
