"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"2127","37","37","43","86.04","4","1","v India","Durban","1 Feb 2018","ODI # 3969","Chris Morris",439952
"2128","14","14","10","140.00","1","1","v India","Centurion","4 Feb 2018","ODI # 3970","Chris Morris",439952
"2129","14","14","10","140.00","1","0","v India","Cape Town","7 Feb 2018","ODI # 3971","Chris Morris",439952
"2130","DNB","-","-","-","-","-","v India","Johannesburg","10 Feb 2018","ODI # 3973","Chris Morris",439952
"2131","4","4","8","50.00","0","0","v India","Centurion","16 Feb 2018","ODI # 3978","Chris Morris",439952
"2132","DNB","-","-","-","-","-","v Sri Lanka","Johannesburg","3 Mar 2019","ODI # 4104","Anrich Nortje",481979
"2133","8","8","18","44.44","0","0","v Sri Lanka","Centurion","6 Mar 2019","ODI # 4107","Anrich Nortje",481979
"2134","DNB","-","-","-","-","-","v Sri Lanka","Port Elizabeth","13 Mar 2019","ODI # 4114","Anrich Nortje",481979
"2135","DNB","-","-","-","-","-","v Sri Lanka","Cape Town","16 Mar 2019","ODI # 4115","Anrich Nortje",481979
"2136","6","6","6","100.00","1","0","v India","Cape Town","7 Feb 2018","ODI # 3971","Lungi Ngidi",542023
"2137","DNB","-","-","-","-","-","v India","Johannesburg","10 Feb 2018","ODI # 3973","Lungi Ngidi",542023
"2138","4*","4","1","400.00","1","0","v India","Port Elizabeth","13 Feb 2018","ODI # 3976","Lungi Ngidi",542023
"2139","0*","0","2","0.00","0","0","v India","Centurion","16 Feb 2018","ODI # 3978","Lungi Ngidi",542023
"2140","DNB","-","-","-","-","-","v Sri Lanka","Dambulla","29 Jul 2018","ODI # 4025","Lungi Ngidi",542023
"2141","DNB","-","-","-","-","-","v Sri Lanka","Dambulla","1 Aug 2018","ODI # 4027","Lungi Ngidi",542023
"2142","DNB","-","-","-","-","-","v Sri Lanka","Pallekele","5 Aug 2018","ODI # 4029","Lungi Ngidi",542023
"2143","1*","1","1","100.00","0","0","v Sri Lanka","Pallekele","8 Aug 2018","ODI # 4030","Lungi Ngidi",542023
"2144","DNB","-","-","-","-","-","v Zimbabwe","Kimberley","30 Sep 2018","ODI # 4049","Lungi Ngidi",542023
"2145","4*","4","14","28.57","1","0","v Zimbabwe","Bloemfontein","3 Oct 2018","ODI # 4050","Lungi Ngidi",542023
"2146","DNB","-","-","-","-","-","v Australia","Perth","4 Nov 2018","ODI # 4065","Lungi Ngidi",542023
"2147","19*","19","20","95.00","1","1","v Australia","Adelaide","9 Nov 2018","ODI # 4067","Lungi Ngidi",542023
"2148","DNB","-","-","-","-","-","v Australia","Hobart","11 Nov 2018","ODI # 4069","Lungi Ngidi",542023
"2149","DNB","-","-","-","-","-","v Sri Lanka","Johannesburg","3 Mar 2019","ODI # 4104","Lungi Ngidi",542023
"2150","6","6","11","54.54","0","0","v Sri Lanka","Centurion","6 Mar 2019","ODI # 4107","Lungi Ngidi",542023
"2151","DNB","-","-","-","-","-","v Sri Lanka","Durban","10 Mar 2019","ODI # 4112","Lungi Ngidi",542023
"2152","DNB","-","-","-","-","-","v Sri Lanka","Port Elizabeth","13 Mar 2019","ODI # 4114","Lungi Ngidi",542023
"2153","DNB","-","-","-","-","-","v Sri Lanka","Cape Town","16 Mar 2019","ODI # 4115","Lungi Ngidi",542023
"2154","DNB","-","-","-","-","-","v Bangladesh","Dhaka","10 Jul 2015","ODI # 3663","Kagiso Rabada",550215
